catcode,cmte_id,catorder,catname,industry,sector,newsletter,source,confidence,reasoning,model
,C00849901,,CRAIG FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CRAIG FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00849968,,WHITTEN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'WHITTEN FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00850057,,CARL FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CARL FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00850073,,SHARON FOR NM,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'SHARON FOR NM', indicating a candidate committee.",gpt-4.1
,C00850164,,BRESLIN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'BRESLIN FOR CONGRESS' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00850255,,JERRY EVANS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'JERRY EVANS FOR CONGRESS' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00850305,,BAUCOM FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'BAUCOM FOR CONGRESS' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00850404,,MARK HARRIS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'MARK HARRIS FOR CONGRESS' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00850420,,CISNEROS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'CISNEROS FOR CONGRESS' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00850537,,STACEY FOR WISCONSIN,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'STACEY FOR WISCONSIN' and designation 'P' indicate a candidate committee for Senate.,gpt-4.1
,C00850545,,CURTIS FOR UT SENATE REPUBLICAN NOMINEE FUND 2024,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'CURTIS FOR UT SENATE REPUBLICAN NOMINEE FUND 2024' and designation 'A' indicate a candidate or party-related committee.,gpt-4.1
,C00850552,,JOEL KRAUTTER FOR MONTANA,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'JOEL KRAUTTER FOR MONTANA' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00850560,,TIFFANY TILLEY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'TIFFANY TILLEY FOR CONGRESS' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00850636,,DALIA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'DALIA FOR CONGRESS' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00850677,,OSBORN FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'OSBORN FOR SENATE' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00850743,,ROYCE WHITE FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'ROYCE WHITE FOR SENATE' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00850891,,GOLD BAR PAC,Misc Issues,Other,,llm_inferred,low,The committee name 'GOLD BAR PAC' is generic and does not identify an industry or company.,gpt-4.1
,C00850909,,JOSE SANZ FOR TEXAS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'JOSE SANZ FOR TEXAS' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00850966,,GION FOR TEXAS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'GION FOR TEXAS' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00851139,,BROOKE TAYLOR FOR CONGRESS 2024,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'BROOKE TAYLOR FOR CONGRESS 2024' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00851238,,MIKE SOBOLESKI FOR CONGRESS INC,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'MIKE SOBOLESKI FOR CONGRESS INC' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00851246,,JUDGE JOE MCGRAW FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'JUDGE JOE MCGRAW FOR CONGRESS' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00851329,,RAJU FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'RAJU FOR CONGRESS' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00851501,,THE PEOPLE FOR COURTNEY NAJERA,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'THE PEOPLE FOR COURTNEY NAJERA' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00851626,,GONZALES FOR CONGRESS 2024,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'GONZALES FOR CONGRESS 2024' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00851659,,ANITA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'ANITA FOR CONGRESS' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00851667,,FRANKLIN DELANO ROTH II FOR MISSOURI,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'FRANKLIN DELANO ROTH II FOR MISSOURI' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00851725,,STANLEY CAMPBELL FOR US SENATE,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'STANLEY CAMPBELL FOR US SENATE' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00851790,,DEREK TRAN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'DEREK TRAN FOR CONGRESS' and designation 'P' indicate a candidate committee.,gpt-4.1
,C00851956,,CITIZENS FOR J CHRISTIAN,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CITIZENS FOR J CHRISTIAN', indicating a candidate committee.",gpt-4.1
,C00851964,,CHIEF JAMES CRAIG FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CHIEF JAMES CRAIG FOR SENATE', indicating a candidate committee.",gpt-4.1
,C00851972,,NIEMEYER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'NIEMEYER FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00851980,,FRIENDS OF DAVE MCCORMICK,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'FRIENDS OF DAVE MCCORMICK', indicating a candidate committee.",gpt-4.1
,C00852004,,COLBY JENKINS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'COLBY JENKINS FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852020,,MARK HURT FOR  U.S. CONGRESS 2024,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MARK HURT FOR  U.S. CONGRESS 2024', indicating a candidate committee.",gpt-4.1
,C00852038,,JOHN TEICHERT FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JOHN TEICHERT FOR SENATE', indicating a candidate committee.",gpt-4.1
,C00852053,,BRIGHT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'BRIGHT FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852061,,THERIAULT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'THERIAULT FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852087,,HOLLIE FOR NEW HAMPSHIRE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'HOLLIE FOR NEW HAMPSHIRE', indicating a candidate committee.",gpt-4.1
,C00852111,,KATHLEEN WINN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'KATHLEEN WINN FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852129,,LITAKER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'LITAKER FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852137,,ROB FOR PA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'ROB FOR PA', indicating a candidate committee.",gpt-4.1
,C00852152,,JENNIFER ADAMS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JENNIFER ADAMS FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852160,,FRIENDS OF DR. JASSER,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'FRIENDS OF DR. JASSER', indicating a candidate committee.",gpt-4.1
,C00852178,,CAITLIN DRAPER FOR ARKANSAS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CAITLIN DRAPER FOR ARKANSAS', indicating a candidate committee.",gpt-4.1
,C00852186,,CHRISTINE SERRANO GLASSNER FOR U.S. SENATE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CHRISTINE SERRANO GLASSNER FOR U.S. SENATE', indicating a candidate committee.",gpt-4.1
,C00852194,,JOHN LEE FOR NEVADA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JOHN LEE FOR NEVADA', indicating a candidate committee.",gpt-4.1
,C00852210,,KATRINA SHANKLAND FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'KATRINA SHANKLAND FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852277,,AMY COX FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'AMY COX FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852335,,ROSE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'ROSE FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852343,,KARI LAKE FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'KARI LAKE FOR SENATE', indicating a candidate committee.",gpt-4.1
,C00852350,,COMMITTEE TO ELECT RHONDA POWELL,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'COMMITTEE TO ELECT RHONDA POWELL', indicating a candidate committee.",gpt-4.1
,C00852368,,FRIENDS OF JANELLE STELSON,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'FRIENDS OF JANELLE STELSON', indicating a candidate committee.",gpt-4.1
,C00852434,,GOROFF FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'GOROFF FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852467,,FRIENDS OF KATRINA CHRISTIANSEN,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'FRIENDS OF KATRINA CHRISTIANSEN', indicating a candidate committee.",gpt-4.1
,C00852475,,RABB EXPLORATORY COMMITTEE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'RABB EXPLORATORY COMMITTEE', indicating a candidate committee.",gpt-4.1
,C00852483,,EISEN FOR NY,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'EISEN FOR NY', indicating a candidate committee.",gpt-4.1
,C00852525,,MIKE CLANCY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MIKE CLANCY FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852574,,WENDELIN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'WENDELIN FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852681,,LD POWELL FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'LD POWELL FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852749,,WIRTH FOR CONGRESS 24,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'WIRTH FOR CONGRESS 24', indicating a candidate committee.",gpt-4.1
,C00852756,,TERRIS TODD FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'TERRIS TODD FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852889,,ESPOSITO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'ESPOSITO FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00852897,,STEVE GARVEY FOR US SENATE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'STEVE GARVEY FOR US SENATE', indicating a candidate committee.",gpt-4.1
,C00853044,,LEISY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'LEISY FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00853051,,CAROL MURPHY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CAROL MURPHY FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00853077,,COUGHLIN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'COUGHLIN FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00853150,,CENK FOR AMERICA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CENK FOR AMERICA', indicating a candidate committee.",gpt-4.1
,C00853200,,SHIRLEY FOR NEW JERSEY,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'SHIRLEY FOR NEW JERSEY', indicating a candidate committee.",gpt-4.1
,C00853234,,FRIENDS OF JAY WAGNER,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'FRIENDS OF JAY WAGNER', indicating a candidate committee.",gpt-4.1
,C00853242,,SHREWSBURY FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'SHREWSBURY FOR SENATE', indicating a candidate committee.",gpt-4.1
,C00853457,,COMMITTEE TO ELECT MARK WEINKRANTZ,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'COMMITTEE TO ELECT MARK WEINKRANTZ', indicating a candidate committee.",gpt-4.1
,C00853473,,JONATHAN NEZ FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JONATHAN NEZ FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00853499,,LAURIE BUCKHOUT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'LAURIE BUCKHOUT FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00853614,,COMMITTEE TO ELECT MARCUS JONES,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'COMMITTEE TO ELECT MARCUS JONES', indicating a candidate committee.",gpt-4.1
,C00853671,,CORKERY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CORKERY FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00853697,,WILSON FOR WISCONSIN,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'WILSON FOR WISCONSIN', indicating a candidate committee.",gpt-4.1
,C00853705,,MAX FOR INDIANA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MAX FOR INDIANA', indicating a candidate committee.",gpt-4.1
,C00853747,,REJANI FOR SENATE COMMITTEE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'REJANI FOR SENATE COMMITTEE', indicating a candidate committee.",gpt-4.1
,C00853788,,HANSEN FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'HANSEN FOR SENATE', indicating a candidate committee.",gpt-4.1
,C00853846,,THERESA 4 TEXAS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'THERESA 4 TEXAS', indicating a candidate committee.",gpt-4.1
,C00853887,,ENERGIZED FOR CHANGE FEDERAL PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,The name 'ENERGIZED FOR CHANGE FEDERAL PAC' is generic and does not identify an industry.,gpt-4.1
,C00853903,,WALKER FOR MT,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'WALKER FOR MT', indicating a candidate committee.",gpt-4.1
,C00853929,,JOE TEIRAB FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JOE TEIRAB FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00853945,,MERIKA COLEMAN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MERIKA COLEMAN FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00853986,,ABE FOR ARIZONA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'ABE FOR ARIZONA', indicating a candidate committee.",gpt-4.1
,C00853994,,LIZ JOHNSON FOR US 2024,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'LIZ JOHNSON FOR US 2024', indicating a candidate committee.",gpt-4.1
,C00854067,,MELISSA FOR IOWA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MELISSA FOR IOWA', indicating a candidate committee.",gpt-4.1
,C00854083,,MARK RICE FOR CONGRESS COMMITTEE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MARK RICE FOR CONGRESS COMMITTEE', indicating a candidate committee.",gpt-4.1
,C00854117,,KARI LERNER FOR FLORIDA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'KARI LERNER FOR FLORIDA', indicating a candidate committee.",gpt-4.1
,C00854216,,BUSKIRK FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'BUSKIRK FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00854224,,STEFAN SIMCHOWITZ FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'STEFAN SIMCHOWITZ FOR SENATE', indicating a candidate committee.",gpt-4.1
,C00854307,,WHITNEY FOX FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'WHITNEY FOX FOR CONGRESS', indicating a candidate committee.",gpt-4.1
